Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households,County-equivalent_link
208,Prince George's,Maryland,"$32,344","$73,623","$84,808","873,481","303,441","https://en.wikipedia.org/wiki/Prince_George%27s_County,_Maryland"
209,McHenry,Illinois,"$32,341","$76,145","$87,760","308,060","108,852","https://en.wikipedia.org/wiki/McHenry_County,_Illinois"
210,Albany,New York,"$32,328","$59,394","$81,846","305,279","122,700","https://en.wikipedia.org/wiki/Albany_County,_New_York"
211,Sarasota,Florida,"$32,313","$49,052","$61,339","383,094","170,555","https://en.wikipedia.org/wiki/Sarasota_County,_Florida"
212,Santa Fe,New Mexico,"$32,298","$52,917","$64,737","145,400","61,012","https://en.wikipedia.org/wiki/Santa_Fe_County,_New_Mexico"
213,Santa Cruz,California,"$32,295","$66,519","$80,899","264,808","93,504","https://en.wikipedia.org/wiki/Santa_Cruz_County,_California"
214,Oliver,North Dakota,"$32,253","$71,250","$81,500","1,840",753,"https://en.wikipedia.org/wiki/Oliver_County,_North_Dakota"
215,St. Croix,Wisconsin,"$32,220","$68,426","$80,740","84,912","32,114","https://en.wikipedia.org/wiki/St._Croix_County,_Wisconsin"
216,Essex,New Jersey,"$32,181","$55,095","$69,448","785,853","277,302","https://en.wikipedia.org/wiki/Essex_County,_New_Jersey"
217,Fairbanks North Star,Alaska,"$32,143","$69,223","$82,930","98,656","35,588","https://en.wikipedia.org/wiki/Fairbanks_North_Star_Borough,_Alaska"
218,Livingston,Michigan,"$32,129","$72,359","$82,959","182,402","67,691","https://en.wikipedia.org/wiki/Livingston_County,_Michigan"
219,New Kent,Virginia,"$32,068","$70,618","$78,995","18,791","6,886","https://en.wikipedia.org/wiki/New_Kent_County,_Virginia"
220,Bowman,North Dakota,"$32,045","$56,964","$76,750","3,168","1,354","https://en.wikipedia.org/wiki/Bowman_County,_North_Dakota"
221,Richland,Montana,"$32,036","$58,112","$72,115","10,318","4,270","https://en.wikipedia.org/wiki/Richland_County,_Montana"
222,Cavalier,North Dakota,"$32,028","$55,904","$72,946","3,952","1,754","https://en.wikipedia.org/wiki/Cavalier_County,_North_Dakota"
223,Washington County,Wisconsin,"$32,020","$66,159","$79,911","132,186","52,053","https://en.wikipedia.org/wiki/Washington_County,_Wisconsin"
224,LaMoure,North Dakota,"$31,989","$53,691","$65,958","4,136","1,955","https://en.wikipedia.org/wiki/LaMoure_County,_North_Dakota"
225,Bottineau,North Dakota,"$31,969","$51,667","$71,217","6,529","3,028","https://en.wikipedia.org/wiki/Bottineau_County,_North_Dakota"
226,Virginia Beach City,Virginia,"$31,934","$65,219","$76,285","442,151","164,944","https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia"
227,Madison,Alabama,"$31,933","$58,434","$75,766","339,279","132,975","https://en.wikipedia.org/wiki/Madison_County,_Alabama"
228,Richmond,New York,"$31,823","$72,569","$86,133","470,223","164,609",https://en.wikipedia.org/wiki/Staten_Island
229,Cumberland,Pennsylvania,"$31,791","$60,826","$77,057","237,449","95,286","https://en.wikipedia.org/wiki/Cumberland_County,_Pennsylvania"
230,Aleutians West Census Area,Alaska,"$31,790","$81,853","$87,159","5,538","1,033","https://en.wikipedia.org/wiki/Aleutians_West_Census_Area,_Alaska"
231,Dickinson,Iowa,"$31,790","$56,136","$64,798","16,818","7,981","https://en.wikipedia.org/wiki/Dickinson_County,_Iowa"
232,Kitsap,Washington,"$31,769","$62,413","$74,993","252,687","97,622","https://en.wikipedia.org/wiki/Kitsap_County,_Washington"
233,Mercer,North Dakota,"$31,767","$66,534","$80,827","8,456","3,650","https://en.wikipedia.org/wiki/Mercer_County,_North_Dakota"
234,Monroe,Illinois,"$31,758","$68,482","$81,766","33,181","12,506","https://en.wikipedia.org/wiki/Monroe_County,_Illinois"
235,Roanoke County,Virginia,"$31,728","$60,795","$75,860","92,824","37,928","https://en.wikipedia.org/wiki/Roanoke_County,_Virginia"
236,Barnes,North Dakota,"$31,721","$50,274","$67,150","11,085","4,871","https://en.wikipedia.org/wiki/Barnes_County,_North_Dakota"
237,Lane,Kansas,"$31,694","$53,021","$64,886","1,616",808,"https://en.wikipedia.org/wiki/Lane_County,_Kansas"
238,Grand,Colorado,"$31,684","$64,664","$74,418","14,535","5,227","https://en.wikipedia.org/wiki/Grand_County,_Colorado"
239,Allegheny,Pennsylvania,"$31,593","$51,366","$70,380","1,226,933","526,004","https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania"
240,Ketchikan Gateway,Alaska,"$31,589","$62,519","$85,638","13,595","5,295","https://en.wikipedia.org/wiki/Ketchikan_Gateway_Borough,_Alaska"
241,St. Charles,Missouri,"$31,586","$71,077","$83,907","365,101","135,974","https://en.wikipedia.org/wiki/St._Charles_County,_Missouri"
242,Terrell,Texas,"$31,578","$39,479","$68,750",837,403,"https://en.wikipedia.org/wiki/Terrell_County,_Texas"
243,Carroll,New Hampshire,"$31,558","$50,866","$58,867","47,694","20,922","https://en.wikipedia.org/wiki/Carroll_County,_New_Hampshire"
244,Worcester,Massachusetts,"$31,537","$65,223","$81,519","802,688","299,663","https://en.wikipedia.org/wiki/Worcester_County,_Massachusetts"
245,Sioux,Nebraska,"$31,517","$42,014","$56,813","1,229",553,"https://en.wikipedia.org/wiki/Sioux_County,_Nebraska"
246,Park,Colorado,"$31,504","$61,570","$76,104","16,131","7,038","https://en.wikipedia.org/wiki/Park_County,_Colorado"
247,Kent,Maryland,"$31,502","$56,259","$72,360","20,130","7,498","https://en.wikipedia.org/wiki/Kent_County,_Maryland"
248,Adams,North Dakota,"$31,502","$47,798","$65,859","2,328","1,101","https://en.wikipedia.org/wiki/Adams_County,_North_Dakota"
249,Harris,Georgia,"$31,482","$69,223","$82,259","32,267","11,426","https://en.wikipedia.org/wiki/Harris_County,_Georgia"
250,Leelanau,Michigan,"$31,462","$55,018","$66,570","21,682","9,103","https://en.wikipedia.org/wiki/Leelanau_County,_Michigan"
251,Steele,North Dakota,"$31,455","$55,735","$67,159","1,976",890,"https://en.wikipedia.org/wiki/Steele_County,_North_Dakota"
252,Daniels,Montana,"$31,449","$46,100","$60,000","1,778",890,"https://en.wikipedia.org/wiki/Daniels_County,_Montana"
253,Stark,North Dakota,"$31,412","$62,559","$75,333","25,666","10,439","https://en.wikipedia.org/wiki/Stark_County,_North_Dakota"
254,Sheridan,Montana,"$31,378","$48,667","$68,769","3,473","1,612","https://en.wikipedia.org/wiki/Sheridan_County,_Montana"
255,Spotsylvania,Virginia,"$31,360","$78,345","$87,374","124,319","41,709","https://en.wikipedia.org/wiki/Spotsylvania_County,_Virginia"
256,Snohomish,Washington,"$31,349","$68,381","$80,856","724,627","268,722","https://en.wikipedia.org/wiki/Snohomish_County,_Washington"
257,Mathews,Virginia,"$31,342","$55,192","$71,441","8,943","3,856","https://en.wikipedia.org/wiki/Mathews_County,_Virginia"
258,Merrimack,New Hampshire,"$31,310","$65,353","$80,655","146,710","56,812","https://en.wikipedia.org/wiki/Merrimack_County,_New_Hampshire"
259,Miner,South Dakota,"$31,288","$48,477","$60,083","2,355","1,053","https://en.wikipedia.org/wiki/Miner_County,_South_Dakota"
260,Kendall,Illinois,"$31,276","$81,765","$91,368","116,366","38,075","https://en.wikipedia.org/wiki/Kendall_County,_Illinois"
261,Kenai Peninsula,Alaska,"$31,256","$61,793","$75,689","56,163","21,720","https://en.wikipedia.org/wiki/Kenai_Peninsula_Borough,_Alaska"
262,Powhatan,Virginia,"$31,252","$76,548","$87,045","28,108","9,544","https://en.wikipedia.org/wiki/Powhatan_County,_Virginia"
263,Piatt,Illinois,"$31,190","$63,027","$73,890","16,620","6,546","https://en.wikipedia.org/wiki/Piatt_County,_Illinois"
264,Renville,North Dakota,"$31,178","$60,847","$77,143","2,512","1,041","https://en.wikipedia.org/wiki/Renville_County,_North_Dakota"
265,Chatham,North Carolina,"$31,175","$57,091","$66,875","64,886","26,017","https://en.wikipedia.org/wiki/Chatham_County,_North_Carolina"
266,Grundy,Iowa,"$31,164","$56,827","$70,837","12,416","5,073","https://en.wikipedia.org/wiki/Grundy_County,_Iowa"
267,Glasscock,Texas,"$31,135","$69,107","$98,409","1,176",409,"https://en.wikipedia.org/wiki/Glasscock_County,_Texas"
268,Haines,Alaska,"$31,096","$52,866","$68,207","2,546","1,245","https://en.wikipedia.org/wiki/Haines_Borough,_Alaska"
269,Washington County,Oregon,"$31,078","$64,180","$76,711","539,608","201,771","https://en.wikipedia.org/wiki/Washington_County,_Oregon"
270,Teller,Colorado,"$31,075","$59,040","$73,379","23,276","9,434","https://en.wikipedia.org/wiki/Teller_County,_Colorado"
271,Williamson,Texas,"$31,070","$71,803","$82,568","441,445","154,948","https://en.wikipedia.org/wiki/Williamson_County,_Texas"
272,McLean,North Dakota,"$30,992","$53,565","$67,636","9,163","4,021","https://en.wikipedia.org/wiki/McLean_County,_North_Dakota"
273,Butler,Pennsylvania,"$30,957","$58,230","$74,043","184,535","73,213","https://en.wikipedia.org/wiki/Butler_County,_Pennsylvania"
274,Columbia,Georgia,"$30,949","$69,306","$77,373","128,213","43,975","https://en.wikipedia.org/wiki/Columbia_County,_Georgia"
275,Converse,Wyoming,"$30,941","$63,918","$75,231","13,937","5,746","https://en.wikipedia.org/wiki/Converse_County,_Wyoming"
276,Island,Washington,"$30,941","$58,455","$69,775","78,806","33,096","https://en.wikipedia.org/wiki/Island_County,_Washington"
277,Stanley,South Dakota,"$30,933","$54,620","$61,083","2,966","1,273","https://en.wikipedia.org/wiki/Stanley_County,_South_Dakota"
278,Windsor,Vermont,"$30,932","$52,460","$70,467","56,416","25,024","https://en.wikipedia.org/wiki/Windsor_County,_Vermont"
279,Woodford,Illinois,"$30,926","$66,639","$78,590","38,903","14,362","https://en.wikipedia.org/wiki/Woodford_County,_Illinois"
280,Galveston,Texas,"$30,926","$61,877","$76,204","296,669","110,032","https://en.wikipedia.org/wiki/Galveston_County,_Texas"
281,Audubon,Iowa,"$30,919","$48,313","$61,845","6,002","2,684","https://en.wikipedia.org/wiki/Audubon_County,_Iowa"
282,Isle of Wight,Virginia,"$30,903","$63,942","$77,524","35,373","13,560","https://en.wikipedia.org/wiki/Isle_of_Wight_County,_Virginia"
283,Fluvanna,Virginia,"$30,881","$68,288","$79,101","25,860","9,462","https://en.wikipedia.org/wiki/Fluvanna_County,_Virginia"
284,Larimer,Colorado,"$30,740","$58,626","$76,194","305,798","121,423","https://en.wikipedia.org/wiki/Larimer_County,_Colorado"
285,Grafton,New Hampshire,"$30,738","$54,912","$71,158","89,166","35,111","https://en.wikipedia.org/wiki/Grafton_County,_New_Hampshire"
286,Lancaster,Virginia,"$30,737","$49,248","$66,189","11,303","5,182","https://en.wikipedia.org/wiki/Lancaster_County,_Virginia"
287,Medina,Ohio,"$30,707","$65,951","$77,729","173,252","65,499","https://en.wikipedia.org/wiki/Medina_County,_Ohio"
288,Parker,Texas,"$30,692","$64,515","$78,626","118,478","42,322","https://en.wikipedia.org/wiki/Parker_County,_Texas"
289,San Diego,California,"$30,668","$62,962","$73,495","3,138,265","1,076,483","https://en.wikipedia.org/wiki/San_Diego_County,_California"
290,Door,Wisconsin,"$30,657","$50,438","$63,361","27,826","13,459","https://en.wikipedia.org/wiki/Door_County,_Wisconsin"
291,Anoka,Minnesota,"$30,647","$70,380","$81,798","334,027","122,625","https://en.wikipedia.org/wiki/Anoka_County,_Minnesota"
292,Camden,New Jersey,"$30,592","$61,683","$77,369","513,512","187,941","https://en.wikipedia.org/wiki/Camden_County,_New_Jersey"
293,Slope,North Dakota,"$30,586","$61,667","$74,167",738,296,"https://en.wikipedia.org/wiki/Slope_County,_North_Dakota"
294,Orange,New York,"$30,583","$70,458","$85,100","373,902","125,317","https://en.wikipedia.org/wiki/Orange_County,_New_York"
295,Indian River,Florida,"$30,532","$44,772","$56,151","139,356","58,038","https://en.wikipedia.org/wiki/Indian_River_County,_Florida"
296,Middlesex,Virginia,"$30,531","$53,309","$64,313","10,851","4,400","https://en.wikipedia.org/wiki/Middlesex_County,_Virginia"
297,Dare,North Carolina,"$30,529","$55,481","$64,404","34,289","14,624","https://en.wikipedia.org/wiki/Dare_County,_North_Carolina"
298,Cass,North Dakota,"$30,529","$52,590","$74,024","154,080","65,816","https://en.wikipedia.org/wiki/Cass_County,_North_Dakota"
299,Belknap,New Hampshire,"$30,518","$58,654","$67,570","60,216","25,049","https://en.wikipedia.org/wiki/Belknap_County,_New_Hampshire"
300,Sweetwater,Wyoming,"$30,517","$71,525","$81,595","44,437","16,682","https://en.wikipedia.org/wiki/Sweetwater_County,_Wyoming"
301,Ocean,New Jersey,"$30,477","$61,136","$76,822","578,902","221,774","https://en.wikipedia.org/wiki/Ocean_County,_New_Jersey"
302,Multnomah,Oregon,"$30,475","$52,511","$65,897","747,641","305,939","https://en.wikipedia.org/wiki/Multnomah_County,_Oregon"
303,McLean,Illinois,"$30,460","$62,089","$83,812","171,240","64,016","https://en.wikipedia.org/wiki/McLean_County,_Illinois"
304,Polk,Iowa,"$30,442","$59,018","$73,043","438,307","173,164","https://en.wikipedia.org/wiki/Polk_County,_Iowa"
305,Ulster,New York,"$30,442","$58,590","$72,632","182,086","69,862","https://en.wikipedia.org/wiki/Ulster_County,_New_York"
306,Hodgeman,Kansas,"$30,440","$52,375","$67,000","1,946",821,"https://en.wikipedia.org/wiki/Hodgeman_County,_Kansas"
307,Nelson,North Dakota,"$30,432","$49,839","$64,792","3,101","1,474","https://en.wikipedia.org/wiki/Nelson_County,_North_Dakota"
308,Jefferson,Montana,"$30,397","$60,863","$76,469","11,434","4,527","https://en.wikipedia.org/wiki/Jefferson_County,_Montana"
309,Will,Illinois,"$30,377","$76,147","$86,747","679,688","222,652","https://en.wikipedia.org/wiki/Will_County,_Illinois"
310,St. Tammany,Louisiana,"$30,363","$60,799","$74,834","236,832","87,518","https://en.wikipedia.org/wiki/St._Tammany_Parish,_Louisiana"
311,Honolulu,Hawaii,"$30,361","$72,764","$85,440","964,678","309,803","https://en.wikipedia.org/wiki/Honolulu_County,_Hawaii"
312,Santa Barbara,California,"$30,352","$62,779","$72,602","427,288","141,720","https://en.wikipedia.org/wiki/Santa_Barbara_County,_California"
313,Warren,New York,"$30,351","$55,904","$66,622","65,584","28,081","https://en.wikipedia.org/wiki/Warren_County,_New_York"
314,Hughes,South Dakota,"$30,284","$59,338","$83,474","17,238","6,992","https://en.wikipedia.org/wiki/Hughes_County,_South_Dakota"
315,Ness,Kansas,"$30,223","$48,800","$61,940","3,095","1,340","https://en.wikipedia.org/wiki/Ness_County,_Kansas"
316,Sully,South Dakota,"$30,218","$54,524","$69,345","1,420",606,"https://en.wikipedia.org/wiki/Sully_County,_South_Dakota"
317,Sarpy,Nebraska,"$30,189","$69,965","$80,985","162,728","59,606","https://en.wikipedia.org/wiki/Sarpy_County,_Nebraska"
318,Cook,Illinois,"$30,183","$54,548","$66,187","5,212,372","1,933,335","https://en.wikipedia.org/wiki/Cook_County,_Illinois"
319,Charleston,South Carolina,"$30,158","$50,792","$65,394","358,736","143,717","https://en.wikipedia.org/wiki/Charleston_County,_South_Carolina"
320,La Plata,Colorado,"$30,151","$58,080","$67,732","52,039","20,947","https://en.wikipedia.org/wiki/La_Plata_County,_Colorado"
321,Chambers,Texas,"$30,140","$72,489","$82,601","35,570","12,147","https://en.wikipedia.org/wiki/Chambers_County,_Texas"
322,Gillespie,Texas,"$30,117","$53,668","$65,457","25,003","10,655","https://en.wikipedia.org/wiki/Gillespie_County,_Texas"
323,Thomas,Nebraska,"$30,116","$55,089","$63,333",734,323,"https://en.wikipedia.org/wiki/Thomas_County,_Nebraska"
324,Frederick,Virginia,"$30,112","$68,424","$76,530","79,453","29,172","https://en.wikipedia.org/wiki/Frederick_County,_Virginia"
325,Wheeler,Texas,"$30,097","$51,766","$63,000","5,526","2,319","https://en.wikipedia.org/wiki/Wheeler_County,_Texas"
326,Kane,Illinois,"$30,082","$69,530","$80,085","518,380","170,358","https://en.wikipedia.org/wiki/Kane_County,_Illinois"
327,Hood,Texas,"$30,046","$55,754","$64,873","51,756","20,758","https://en.wikipedia.org/wiki/Hood_County,_Texas"
328,Greene,Ohio,"$30,040","$58,080","$73,972","162,588","62,836","https://en.wikipedia.org/wiki/Greene_County,_Ohio"
329,Saunders,Nebraska,"$30,039","$59,870","$74,235","20,800","8,142","https://en.wikipedia.org/wiki/Saunders_County,_Nebraska"
330,Goliad,Texas,"$30,031","$50,923","$63,672","7,281","3,028","https://en.wikipedia.org/wiki/Goliad_County,_Texas"
331,Rensselaer,New York,"$29,987","$59,432","$74,519","159,565","64,242","https://en.wikipedia.org/wiki/Rensselaer_County,_New_York"
332,Sangamon,Illinois,"$29,974","$55,449","$71,338","198,269","82,807","https://en.wikipedia.org/wiki/Sangamon_County,_Illinois"
333,San Luis Obispo,California,"$29,954","$58,697","$74,885","272,094","102,154","https://en.wikipedia.org/wiki/San_Luis_Obispo_County,_California"
334,Sargent,North Dakota,"$29,950","$53,381","$67,132","3,859","1,741","https://en.wikipedia.org/wiki/Sargent_County,_North_Dakota"
335,Linn,Iowa,"$29,943","$57,260","$75,761","213,425","86,052","https://en.wikipedia.org/wiki/Linn_County,_Iowa"
336,Goodhue,Minnesota,"$29,932","$56,836","$73,075","46,259","18,711","https://en.wikipedia.org/wiki/Goodhue_County,_Minnesota"
337,Warrick,Indiana,"$29,927","$62,351","$72,764","60,163","22,454","https://en.wikipedia.org/wiki/Warrick_County,_Indiana"
338,Chesapeake City,Virginia,"$29,905","$69,743","$80,767","225,597","79,421","https://en.wikipedia.org/wiki/Chesapeake,_Virginia"
339,Ontario,New York,"$29,904","$56,479","$70,381","108,311","43,794","https://en.wikipedia.org/wiki/Ontario_County,_New_York"
340,Natrona,Wyoming,"$29,877","$57,791","$69,098","77,343","31,116","https://en.wikipedia.org/wiki/Natrona_County,_Wyoming"
341,King,Texas,"$29,836","$65,000","$76,250",321,126,"https://en.wikipedia.org/wiki/King_County,_Texas"
342,Hendricks,Indiana,"$29,830","$68,297","$79,943","148,623","52,946","https://en.wikipedia.org/wiki/Hendricks_County,_Indiana"
343,Plumas,California,"$29,806","$45,794","$55,183","19,586","8,997","https://en.wikipedia.org/wiki/Plumas_County,_California"
344,Lander,Nevada,"$29,800","$72,742","$75,857","5,844","2,010","https://en.wikipedia.org/wiki/Lander_County,_Nevada"
345,Archuleta,Colorado,"$29,793","$48,933","$58,222","12,109","4,881","https://en.wikipedia.org/wiki/Archuleta_County,_Colorado"
346,Washington County,Vermont,"$29,761","$57,281","$70,640","59,427","24,661","https://en.wikipedia.org/wiki/Washington_County,_Vermont"
347,Thurston,Washington,"$29,744","$62,229","$74,207","256,080","100,801","https://en.wikipedia.org/wiki/Thurston_County,_Washington"
